,2021-12-31,晶盛机电：公司正加快推进第三代半导体材料碳化硅衬底片的产业化布局，已成功生长出6英寸碳化硅晶体,每日经济新闻
1416,2019-08-29,晶盛机电：上半年净利润同比减11.92% 盈利能力下降,Wind
1417,2019-08-29,【国元机械】晶盛机电：行业回暖迎拐点，下半年值得期待—2019年中报点评,国元高端装备
1418,2019-08-23,A股共发生43宗大宗交易成交20.99亿元（8月23日）,Wind
1419,2019-08-23,晶盛机电今日大宗交易成交17.20万股，成交价14.3元溢价0.0%,Wind
1420,2019-08-21,晶盛机电：王者硅来 推荐评级,东莞证券
1421,2019-08-19,【晶盛机电】中环12寸光伏大硅片发布，技术迭代中核心设备商最受益【东吴机械】,透视先进制造
1422,2019-08-15,券商首次关注7股并给予买入评级（8月15日）,Wind
1423,2019-08-15,【国金晨讯精选】晶盛机电、机场行业深度，高端消费数据关联性研究一,国金证券研究所
1424,2019-08-15,【国金研究】晶盛机电深度：受益光伏单晶硅新势力扩产、半导体硅片设备国产化,国金证券研究所
1425,2019-08-05,79股获券商买入评级 长城汽车目标涨幅达64.65%,Wind
1426,2019-08-04,晶盛机电：目前订单情况较好，将关注蓝宝石材料新的市场需求,Wind
1427,2019-08-03,券商首次关注7股并给予买入评级（8月3日）,Wind
1428,2019-08-02,"晶盛机电首次覆盖深度报告:光伏王者迎扩产,半导体蓄势待发",国元证券
1429,2019-07-30,55只连涨股3日吸金逾20亿元 机构+资金合力布局11只强势股,证券日报
1430,2019-07-22,"机械设备行业2019年中报业绩前瞻:业绩增速环比略有下滑,建议关注确定性高的龙头公司 盈利能力下降",申万宏源
1431,2019-07-21,机械设备行业周报：机械行业重点公司 2019 年半年报业绩预告梳理【华创机械李佳团队】,华创机械
1432,2019-07-15,机械制造：油服及工程机械行业表现亮眼 荐8股,东北证券
1433,2019-07-15,公用事业：乘用车积分新规征求意见 荐3股,东兴证券
1434,2019-07-14,机械制造：工程机械与油服中报均超预期 荐10股,东吴证券
1435,2019-07-14,机械制造：将具备上海枢纽机场功能 荐20股,川财证券
1436,2019-07-13,晶盛机电：2019年半年度业绩报告预告,深交所
1437,2019-07-12,晶盛机电：预计上半年净利润同比下降0%~20% 盈利能力下降,Wind
1438,2019-07-12,晶盛机电2019年上半年净利2.28亿–2.85亿 单晶硅片市场需求较好,挖贝网
1439,2019-07-12,电力：首座油氢合建站在粤正式建成 荐3股,渤海证券
1440,2019-07-12,晶盛机电：硅片行业投资活跃 买入评级,广发证券
1441,2019-07-12,60股获券商买入评级 正邦科技目标涨幅达92.86%,Wind
1442,2019-07-11,公用事业：未来需求即将启动 荐5股,和讯
1443,2019-07-11,晶盛机电动态点评：订单逐步落地，看好光伏、半导体扩产机遇【华泰机械/电新】,华泰机械
1444,2019-07-11,"晶盛机电:晶科扩产稳步推进,订单持续落地符合预期",东北证券
1445,2019-07-10,晶盛机电(300316.SZ)近期与四川晶科能源签订9.541亿元的单晶炉及配套设备供货合同,格隆汇
1446,2019-07-10,晶盛机电：与四川晶科能源签订三份供货合同 合计金额9.54亿元,发布易
1447,2019-07-10,晶盛机电：签下9.54亿元供货合同,Wind
1448,2019-07-10,晶盛机电：硅片产能扩产有望持续 买入评级,东吴证券
1449,2019-07-07,机械制造：全国最大页岩油油田进入开发建设阶段,川财证券
1450,2019-06-28,电力市场化，从量变走向质变，一文看清事件演变,Wind
1451,2019-06-27,"电新行业5月深度跟踪:光伏风电高景气,新能源汽车需求增速放缓",证券之星
1452,2019-06-20,17股获券商买入评级 金隅集团目标涨幅达114.56%,Wind
1453,2019-06-19,27股今日获机构买入评级,证券时报
1454,2019-06-19,重大合同！晶盛机电拿下上机数控5.54亿元单晶炉大单,Ofweek
1455,2019-06-19,19股获券商买入评级 璞泰来目标涨幅达67.13%,Wind
1456,2019-06-19,"晶盛机电:政策落地扩产意愿增强,获得上机数控订单验证产业逻辑",东北证券
1457,2019-06-19,"晶盛机电点评报告:合作上机数控再签大单,调高盈利预测",浙商证券
1458,2019-06-18,A股共发生53宗大宗交易成交12.75亿元（6月18日）,Wind
1459,2019-06-18,晶盛机电今日大宗交易成交17万股，成交价12.0元折价0.0%,Wind资讯
1460,2019-06-17,晶盛机电：签下总计5.54亿元“单晶炉供货合同”,Wind
1461,2019-06-14,下周600亿市值限售股解禁 解禁,Wind
1462,2019-06-13,[快讯]晶盛机电38万限售股6月17日解禁,中财网
1463,2019-06-13,晶盛机电：222.7万股限售股6月17日解禁 解禁,Wind
1464,2019-06-09,机械制造：锂电投资不断超预期 荐10股,东吴证券
1465,2019-06-09,电气设备：禁止各地推行新能源汽车限行限购 荐7股,华金证券
1466,2019-06-08,机械制造：南京规划到2020年建设地下综合管廊66公里,川财证券
1467,2019-06-04,晶盛机电：光伏政策落地&中环五期扩产计划出台 设备龙头直接受益,证券时报网
1468,2019-06-03,"机械行业:光伏政策正式下发,光伏平价临近,关注核心设备投资机会",国金证券
1469,2019-05-31,"电气设备光伏行业:光伏政策搭建完毕,国内需求正式启动",证券之星
1470,2019-05-26,机械制造：机械设备周报 荐5股,东海证券
1471,2019-05-22,"机械行业中微半导体跟踪:备品备件收入主要来自集成电路,ICP刻蚀设备市场正在超过CCP刻蚀设备市场",证券之星
1472,2019-05-20,晶盛机电：订单持续增长无虞 半导体拓延静候佳音,证券时报网
1473,2019-05-20,晶盛机电：订单持续增长无虞 买入评级,国海证券
1474,2019-05-16,"电新新能源专题之二:消纳保障机制正式发布,确保新能源消纳,稳定装机需求",联讯证券
1475,2019-05-12,【华泰电新黄斌团队】周观点：新能源公交车政策落地，海上风电项目或有松绑,华泰电新价值研究
1476,2019-05-07,【华泰电新黄斌团队】业绩向好，坚守龙头——电新行业18年年报及19年一季报总结,华泰电新价值研究
1477,2019-05-07,64亿元大礼包！ 43家光伏企业2018年分红预案揭晓,北极星电力
1478,2019-05-06,[快讯]13:35晶盛机电、太龙药业封跌停,中财网
1479,2019-05-05,机械制造：机械行业一季度业绩触底回暖 荐10股,东吴证券
1480,2019-04-29,"晶盛机电2019年一季报点评报告:受益下游扩产,二季度有望迎来拐点",浙商证券
1481,2019-04-28,【东吴机械周观点】预计挖机4月仍将正增长，宁德时代加速扩产节奏,透视先进制造
1482,2019-04-26,晶盛机电荣膺第十届天马奖“最佳董事会”“最佳董秘”奖,e公司
1483,2019-04-26,晶盛机电季报点评：光伏、半导体下游扩产，设备需求空间广【华泰机械章诚团队】,华泰机械
1484,2019-04-26,"晶盛机电:首批晶科3亿设备订单落地,下游扩产开启新一轮设备需求",东北证券
1485,2019-04-25,晶盛机电：一季度净利润同比减6.73% 盈利能力下降,Wind
1486,2019-04-25,晶盛机电午后异动重挫5.12%报12.78元 成交1.98亿元,腾讯网
1487,2019-04-16,"光伏系列报告之21:中环股份将扩产25gw单晶硅片,行业进入第二轮扩产周期",正点财经
1488,2019-04-15,"晶盛机电:公司业绩符合预期,半导体业务有望放量",正点财经
1489,2019-04-15,116股获券商买入评级 佩蒂股份目标涨幅达65.08%,Wind
1490,2019-04-15,"机械设备行业:继续看好工程机械核心资产,重点关注工业机器人等中游设备制造行业",东北证券
1491,2019-04-14,年报数据曝光养老金持仓新动向 斥资逾23亿元新进31家公司,证券日报
1492,2019-04-12,【机械】晶盛机电：业绩持续增长，半导体设备已实现交付,微信
1493,2019-04-11,晶盛机电：业绩稳增长，光伏和半导体齐头并进,证券时报网
1494,2019-04-11,"晶盛机电:迈过低谷阶段,持续高增可期",正点财经
1495,2019-04-11,168股获券商买入评级 勘设股份目标涨幅达107.09%,Wind
1496,2019-04-11,晶盛机电去年净利5.82亿同比增51% 董事长曹建伟年薪196万,挖贝网
1497,2019-04-11,"晶盛机电2018年报点评报告:业绩高速增长,19年持续受益下游扩产",浙商证券
1498,2019-04-10,晶盛机电年报点评：下游扩产空间广，光伏+半导体设备双发力【华泰机械/电新】,华泰机械
1499,2019-04-10,晶盛机电：光伏/半导体行业向好 2019年业绩稳成长可期,证券时报网
1500,2019-04-10,晶盛机电去年业绩暴涨，单晶炉大卖是核心因素之一,世纪新能源
1501,2019-04-10,"晶盛机电2018年年报点评:光伏、半导体行业向好,公司深度受益",国信证券
1502,2019-04-10,"半导体设备与材料行业:科创新秀之,安集微电子-190409",证券之星
1503,2019-04-10,"晶盛机电:硅片扩产公司直接受益,半导体设备横向拓展未来可期",东北证券
1504,2019-04-09,晶盛机电(300316.SZ)预计一季度净利润达1.15亿元-1.49亿元,格隆汇
1505,2019-04-09,晶盛机电2018年实现净利5.82亿元 同比增50.57%,中金在线
1506,2019-04-09,晶盛机电：预计一季度净利润增长区间为-15.00%-10.00%,Wind
1507,2019-04-09,晶盛机电：为下属子公司申请银行授信提供担保2亿 大额借贷担保,Wind
1508,2019-04-09,晶盛机电：2018年度计提资产减值9254.89万 资产异常,Wind
1509,2019-04-09,晶盛机电：2018年净利润同比增50.57%,Wind
1510,2019-04-08,【东吴机械周观点】业绩亮眼叠加景气度超预期，持续超配工程机械与油服,透视先进制造
1511,2019-04-08,锂电池产能有哪些消化的空间？【天风机械周报1915】,高端装备新视角
1512,2019-04-03,169股获券商买入评级 中国铁建目标涨幅达65.34%,Wind
1513,2019-04-03,"晶盛机电:新一轮光伏周期叠加半导体周期,硅片设备龙头大有可为",东北证券
1514,2019-04-02,电力设备行业周报:增量配电改革进入加速落地阶段,渤海证券
1515,2019-04-01,机械制造：制造业PMI重回荣枯线上方 荐8股,东北证券
1516,2019-04-01,晶盛机电：新品布局叠加单晶扩产，利好业绩持续成长,证券时报网
1517,2019-03-26,【机械】半导体：Semicon China展会新产品层出，国产集成电路工艺设备正在发力,微信
1518,2019-03-25,【中信证券电新】周观点：华能风电支出预计大增，泛在网推进迅速,CITICS电新
1519,2019-03-25,【东吴机械周观点】光伏产能新周期、油服capex超预期,透视先进制造
1520,2019-03-25,"光伏设备行业:中环发布25GW单晶硅项目,设备企业最受益",上海证券
1521,2019-03-25,"机械设备行业:定调“继续增加基建规模支持新能源汽车”,继续看好工程机械核心资产",东北证券
1522,2019-03-24,机械制造：国家重点研发计划智能机器人专项2018年项目公示,川财证券
1523,2019-03-22,电力设备行业周报:泛在电力物联网建设大幕拉开,渤海证券
1524,2019-03-21,东北证券：上调晶盛机电评级至买入,Wind
1525,2019-03-21,陈显帆：中环股份扩产25GW单晶硅片利好核心设备商晶盛机电,东吴证券
1526,2019-03-21,上调评级至买入策略选股（3月21日）,Wind
1527,2019-03-21,111股获券商买入评级 顺网科技目标涨幅达100.34%,Wind
1528,2019-03-20,"东北证券：将晶盛机电评级调高为""买入""",Wind
1529,2019-03-20,【中信证券电新】光伏行业点评：中环加码硅片产能，设备商或率先受益,CITICS电新
1530,2019-03-20,电新｜光伏：中环加码硅片产能，设备商或率先受益,中信证券研究
1531,2019-03-20,机构谨慎情绪开始抬头,金融投资报
1532,2019-03-20,"晶盛机电:中环再扩25gw单晶产能,晶盛机电最为受益",东北证券
1533,2019-03-19,晶盛机电龙虎榜数据（3月19日）,Wind
1534,2019-03-19,半导体、电子设备：偏光片维持高景气 荐15股,中信建投
1535,2019-03-19,"机械设备周报:科沃斯awe展发布人工智能新品,进一步巩固行业龙头地位",国海证券
1536,2019-03-12,[增持评级]电力设备与新能源行业周报(第十周),中财网
1537,2019-03-11,"电力设备ⅱ/新能源ⅱ:增值税下调,制造龙头盈利或上行",正点财经
1538,2019-03-11,"机械设备行业周报:两会首提“智能+”概念,两大维度看好受益标的",国海证券
1539,2019-03-11,电力设备行业周报:南方区域电力市场规模进一步扩大,渤海证券
1540,2019-03-06,晶盛机电：目前订单情况较好，产能能够满足现有订单需求,Wind
1541,2019-03-05,"机械设备行业周报:京沪高铁启动A股上市,看好轨道交通行业发展",国海证券
1542,2019-03-04,138股获券商买入评级 大华股份目标涨幅达51.63%,Wind
1543,2019-03-04,月度掘金丨方正2019·3月金股,方正证券研究
1544,2019-03-01,我国钙钛矿光伏组件商业化生产在即 六股飞,证券时报
1545,2019-02-28,"晶盛机电:光伏+半导体双轮驱动,业绩实现高增长",东北证券
1546,2019-02-27,晶盛机电：业绩继续高速增长 或将迎来新一轮扩产潮,中证网
1547,2019-02-26,"新能源设备行业第9周周报:硅片价格首次上调,光伏行业需求旺盛",正点财经
1548,2019-02-25,晶盛机电2018年利润5.88亿同比增长52% 半导体设备销售增长较快,挖贝网
1549,2019-02-25,受益于单晶硅生长炉需求向好 晶盛机电2018年净利同比增长超五成,中证网
