,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
1244,2020-06-19,【公告解读】2020年6月19日重要公告解读,金融界
1245,2020-06-19,6月19日晚间上市公司十大重磅公告,巨丰财经
1246,2020-06-19,重庆啤酒(600132.SH)拟获嘉士伯进一步注入中国优质资产、涉及多个国际高端/超高端、地方强势品牌,格隆汇
1247,2020-06-19,【重庆啤酒：披露重组方案，嘉士伯进一步将中国优质资产注入上市公司体系】重庆啤酒向嘉士伯香港购买无任何权利负担的重庆嘉酿48.58%的股权。同时，重庆啤酒认购一定比例的重庆嘉酿新增注册资本，嘉士伯咨询以A包资产认购重庆嘉酿新增注册资本。完成后，重庆啤酒持有不少于重庆嘉酿51.42%的股权。另外，重庆嘉酿向嘉士伯啤酒厂购买无任何权利负担的B包资产。通过本次交易，嘉士伯进一步将上市公司体系外的中国优质资,金十数据
1248,2020-06-19,这些滞涨的富时罗素+消费股获外资巨额埋伏,中投网
1249,2020-06-19,消费行业日报：天猫618女性消费者购买茅台占比高达三成,新浪
1250,2020-06-14,【国盛食品|专题】浅析青啤产能优化的利润释放空间,蓉品食饮
1251,2020-06-08,食品饮料行业动态报告：青花汾酒7月提价 消费回暖下头部企业彰显优势,新浪
1252,2020-06-08,【民生食饮】周观点0608：6月份市场不确定性增强，白酒板块配置价值凸显,MS食品饮料
1253,2020-06-07,周谈|Weekly Talk：相对低估和持续提速的二维选股，食品饮料估值有韧度,食品饮料光头阳线
1254,2020-06-06,“地摊经济”，引爆啤酒概念股的狂欢,酒业新闻网
1255,2020-06-03,食品、饮料与烟草行业-啤酒成本专题：澳麦加税影响可控 盈利改善逻辑不变,新浪
1256,2020-06-02,中原证券：5月金股组合盈利1.65% 6月荐股名单出炉,新浪
1257,2020-06-01,食品饮料行业投资周报：“夜经济”复苏 推荐关注白酒龙头确定性与啤酒成长性,新浪
1258,2020-06-01,食品饮料行业周报：6月份市场不确定性增强 白酒板块配置价值凸显,新浪
1259,2020-05-29,重庆啤酒发布与嘉士伯筹划重大资产重组公告 交易方案未确定,北京商报
1260,2020-05-28,重庆啤酒：筹划重大资产重组有新进展,每日经济新闻
1261,2020-05-28,90股即将实施分红 重庆啤酒派现最大方,证券时报网
1262,2020-05-26,物以稀为贵！高分红逐年减少，17股进入抢权阶段,Wind
1263,2020-05-25,港A两市啤酒股上扬！行业长期价值受券商看好,格隆汇
1264,2020-05-24,周谈|Weekly Talk：政策加码助推内需，食品饮料估值有韧性,食品饮料光头阳线
1265,2020-05-23,承诺7年解决同业竞争时限将至嘉士伯拟注入16家公司资产重庆啤酒会是下一个巨头吗,经济观察报
1266,2020-05-22,食品饮料行业周报：稳中求胜,新浪
1267,2020-05-21,重庆啤酒(600132.SH)2019年度权益分派10派14元股权登记日为5月28日,格隆汇
1268,2020-05-21,5年20倍的千亿白马暂停上市！近6万股东坚守 更有QFII新进前十股东 风险警示,中证报
1269,2020-05-19,消费行业日报：3-5月酒企注册量提升明显,新浪
1270,2020-05-19,食品饮料行业周报：消费动销如期逐步走强 乳制品行业实现边际改善,新浪
1271,2020-05-18,食品饮料行业周报：白酒板块情绪如预期持续转好 厨邦渠道补库存开启发力,新浪
1272,2020-05-17,【西部食饮|行业周报】高端酒批价稳中有升，食品饮料加速恢复,青力出品
1273,2020-05-14,消费行业日报：李曙光表示将抢抓新机遇 实现预期目标,新浪
1274,2020-05-12,重庆啤酒管理层：审慎花每一笔钱 继续推高端化战略,每日经济新闻
1275,2020-05-12,政策助力餐饮等消费恢复 机构：白酒啤酒板块布局正当时,中国财富网
1276,2020-05-11,啤酒这场“决战”怎么打?,酒业新闻网
1277,2020-05-10,【西部食饮|行业周报】全面开放餐馆等生活场所，消费加速恢复,青力出品
1278,2020-05-08,夏日来临 啤酒的旺季还能一如既往吗？,投资界
1279,2020-05-08,百威亚太中国市场失策：经营性现金流降18% 商誉69亿美元 运营能力下降,斑马消费
1280,2020-05-07,被“人”压垮的燕京啤酒,金融界
1281,2020-05-07,【光大食品饮料】共克时艰、分化成长 ——食品行业2019年年报&2020年一季报业绩综述,EBSCN食品饮料
1282,2020-05-06,多家券商纷纷看好！港A两市啤酒概念上扬明显，华润啤酒（0291.HK）涨超4%,格隆汇
1283,2020-05-05,沪深重庆上市公司去年赚264亿元，谁是净利润老大？谁家分红最豪气？,重庆商报
1284,2020-05-05,【国盛食品|专题】一季报总结：逆势强者恒强，彰显品牌力量,蓉品食饮
1285,2020-04-30,啤酒旺季还会旺吗,经济观察网
1286,2020-04-30,营收收窄净利猛增 啤酒市场格局生变？,中华网
1287,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
1288,2020-04-28,社保基金一季度重仓股揭秘：新进65股 增持75股,证券时报
1289,2020-04-27,【西部食饮|行业周报】消费回暖下行业趋势向好，把握优质龙头布局机会,青力出品
1290,2020-04-27,重庆啤酒净利6.6亿 中高端产品竞争成行业趋势,新浪
1291,2020-04-27,重庆啤酒净利6.6亿连增三年 中高端产品竞争成行业趋势,长江商报
1292,2020-04-26,假劣口罩、MK挎包、爱他美奶粉……重庆集中销毁假冒产品30万件，货值4000万余元,重庆商报
1293,2020-04-26,【国盛食品|专题】Q1基金持仓分析：小食品加仓明显，白酒连续两季度减配,蓉品食饮
1294,2020-04-24,啤酒板块逆势走强，珠江啤酒大涨7%,格隆汇
1295,2020-04-23,券商首次关注8股并给予买入评级（4月23日）,Wind
1296,2020-04-23,社保基金连续持仓31股22股首季净利润同比增长,证券时报
1297,2020-04-23,重庆啤酒年内在宜宾建生产线,重庆商报
1298,2020-04-22,社保基金连续持有31股最长已持有28个季度,证券时报网
1299,2020-04-22,美股暴跌，1100家石油公司或破产！,证券时报网
1300,2020-04-22,社保压箱底股名单来了 最长连续重仓25个季度,证券时报
1301,2020-04-22,重庆啤酒非经常性损益增加 推升净利润增逾六成,面包财经
1302,2020-04-21,一季度净利下挫六成 嘉士伯注资加持重庆啤酒,时代在线
1303,2020-04-20,【资本看酒】疫情冲击重庆啤酒首季营收下降33% 净利跌回10年前水平 盈利能力下降,中华网
1304,2020-04-20,5年20倍的千亿白马暂停上市！近6万股东坚守，更有QFII新进前十股东，一季度已扭亏，“钾肥之王”能否重生？ 风险警示,中证报
1305,2020-04-18,重庆啤酒2019年净利润达6.57亿元 再创历史新高,证券日报
1306,2020-04-17,上市公司数据播报：重庆啤酒拟10派14元,金融界
1307,2020-04-17,重庆啤酒2019年盈利大增 分红增加特别股息,上证报
1308,2020-04-17,重庆啤酒2019年利润创新高 中高档产品销量占比持续提升,证券时报网
1309,2020-04-17,重庆啤酒(600132.SH)一季度净利降60.2%至3410.16万元 盈利能力下降,格隆汇
1310,2020-04-17,重庆啤酒(600132.SH)2019年度净利润升62.61%至6.57亿元 拟10派14元,格隆汇
1311,2020-04-17,重庆啤酒：2019年净利同比增63% 拟10派14元,e公司
1312,2020-04-17,重庆啤酒：2019年计提资产减值准备将影响利润总额2206万元 资产异常,Wind
1313,2020-04-17,重庆啤酒：一季度净利润3410万元，同比下降60.2% 盈利能力下降,Wind
1314,2020-04-17,重庆啤酒：2019年净利润同比增长62.61%,Wind
1315,2020-04-16,重庆啤酒为提高资金收益及使用效率 3亿元委托理财,中华网
1316,2020-04-16,股神兰州黄河啤酒主业最后的黄昏 再靠炒股扭亏,斑马消费
1317,2020-04-13,【国金食饮】周观点0412：终端需求稳步复苏，重点把握确定性标的,国金食品饮料寇星
1318,2020-04-12,周谈|Weekly Talk：必选消费领跑一季报，食品超预期行情或将持续,食品饮料光头阳线
1319,2020-04-07,【国金食饮|随笔】多维度拆解重庆啤酒&嘉士伯重大资产重组,国金食品饮料寇星
1320,2020-04-01,【快评|国信食饮】重庆啤酒重大事件点评：资产注入承诺兑现加速，看好资源整合优势,瑶食梦饮
1321,2020-03-31,粤开策略 | 资金面日报：北上资金回流个股梳理,微信
1322,2020-03-31,券商首次关注9股并给予买入评级（3月31日）,Wind
1323,2020-03-31,陆股通增仓幅度排行榜（附股）,证券时报
1324,2020-03-30,重庆啤酒将获嘉士伯注入16项资产 相当于“再造”一个重啤,每日经济新闻
1325,2020-03-30,【资本看酒】重庆啤酒：大股东增资换股，“嘉士伯中国”开始全面整合资产,中华网
1326,2020-03-30,签署《谅解备忘录》 重庆啤酒与嘉士伯拟对重庆嘉酿增资,北京商报
1327,2020-03-30,【国金食饮】重庆啤酒事件点评：资产注入拉开帷幕，嘉士伯大集团可期,--
1328,2020-03-30,【国金食饮】周观点0329：餐饮消费稳步复苏，龙头预期持续修复,--
1329,2020-03-30,重庆啤酒：相关事宜正在筹划 后续将有公告 |公司问答,第一财经
1330,2020-03-30,分析：重庆啤酒重大资产重组消除同业竞争 资产注入形成利好,第一财经
1331,2020-03-30,重庆啤酒：大股东解决同业竞争，拟注入资产较为优质【太平洋证券|黄付生蔡雪昱团队】,食品饮料大消费黄付生
1332,2020-03-30,【民生食饮】重庆啤酒（600132）点评报告：嘉士伯资产注入动作开启，西部寡头呼之欲出,MS食品饮料
1333,2020-03-30,A股早报2020年3月30日星期一,Wind
1334,2020-03-30,盘前必读公告：这些股不容错过！,巨丰财经
1335,2020-03-29,重庆啤酒：拟与嘉士伯增资重庆嘉酿，嘉士伯将注入资产,新京报
1336,2020-03-29,公告精选：中石化2019年净利下滑8.7% ；重庆啤酒拟与控股股东增资重庆嘉酿啤酒,e公司
1337,2020-03-29,重庆啤酒策划重组 或涉嘉士伯资产注入,金融界
1338,2020-03-29,重庆啤酒：拟与控股股东增资重庆嘉酿啤酒 预计构成重大资产重组,e公司
1339,2020-03-29,重庆啤酒：控股股东拟与公司共同向重庆嘉酿啤酒增资,Wind
1340,2020-03-27,重庆啤酒(600132.SH)及嘉士伯拟以其资产及/或现金出资共同增资重庆嘉酿啤酒,格隆汇
1341,2020-03-25,单靠新基建远远不够！请收好这份核心资产名单,证券时报网
1342,2020-03-24,解盘：指数止跌，黄金珠宝、品牌龙头、白酒、IDC略涨,Wind
1343,2020-03-24,【国金食饮】飞鹤2019年年报点评：19年业绩不负众望，20年高增长仍然可期,--
1344,2020-03-23,华润啤酒净利13亿同比增34% 高端市场成行业全新决胜点,长江商报
1345,2020-03-16,【国金食饮】澳优海外疫情事件点评：海外生产运输未受影响，Q1有望持续向上,--
1346,2020-03-10,渝股点金｜潜在利好提振 重庆啤酒劲升逾5%,上游新闻
1347,2020-03-08,一周酒讯｜万亿茅台“换帅”，古井贡酒建智能园,新京报
1348,2020-03-03,控股子公司扩建产能 重庆啤酒投资不超2.64亿,北京商报网
1349,2020-03-02,渝股看台｜重庆啤酒宜宾新建生产线获巨额补贴，智飞生物一疫苗拿发明专利,重庆商报
1350,2020-03-02,重庆啤酒拟投建年产15万千升的啤酒拉罐生产线,上证报
1351,2020-03-02,重庆啤酒(600132.SH)：宜宾公司拟2.64亿元新建一条最高设计产能年产15万千升啤酒拉罐生产线,格隆汇
1352,2020-03-02,重庆啤酒：下属公司宜宾公司拟新建一条啤酒拉罐生产线,e公司
1353,2020-02-27,重庆啤酒股票价格报收46.56元/股,资本邦
1354,2020-02-25,【国金食饮】三全食品业绩快报点评：Q4业绩高增长，改革初见成效,国金食品饮料寇星
1355,2020-02-24,【新时代证券 食品饮料团队 】重庆啤酒：西南啤酒龙头，嘉士伯赋能，未来持续受益高端化,新时代证券研究
1356,2020-02-21,珠江啤酒净利再增35%，疫情或致行业全年销量下滑6% 盈利能力下降,格隆汇
1357,2020-02-20,重庆啤酒：旗下酒厂正有序复产,中证网
1358,2020-02-20,【服务】宅家让拉罐啤酒热销，重啤3家酒厂复产发货,重庆发布
1359,2020-02-19,【国金食饮】澳优2019年业绩预告点评：业绩符合预期，羊奶粉增长环比提速,国金食品饮料寇星
1360,2020-02-12,【国金食饮】周观点0216：各板块陆续复工，行业有望逐步回暖,国金食品饮料寇星
1361,2020-02-06,战“疫”行动｜重庆啤酒捐款200万元、巨人集团直升机向疫区运物资,重庆商报
1362,2020-02-06,重庆啤酒捐赠200万元支持重庆疫情防控,中证网
1363,2020-01-23,得益于产品结构调整 重庆啤酒2019年净利预增超50%,北京商报
1364,2020-01-22,重庆啤酒：预计2019年净利润同比增长50%-70%,Wind
1365,2020-01-22,重庆啤酒2019年预盈超6亿元增五至七成,上证报
1366,2020-01-22,重庆啤酒(600132.SH)2019年度净利润预增50%到70%,格隆汇
1367,2020-01-13,【国金食饮】中粮肉食19年经营数据点评：出栏量低于此前指引，2020年仍持乐观态度,--
1368,2020-01-12,二八效应明显， 百亿“网红”公募基金涌现,第一财经
1369,2020-01-07,【国金食饮】妙可蓝多引进蒙牛战投点评：引入蒙牛作为战投，多方利好助推公司腾飞,--
1370,2020-01-06,2019年度酒企高管动荡榜曝光中粮水井坊燕京古井贡等均上榜,运营商财经网
1371,2020-01-01,重庆A股上市公司2019年涨幅大比拼：超七成上涨 新大正涨幅157.74%位列第一,重庆商报
1372,2019-12-31,【安信食品】重庆啤酒：交易对价合理，重组后扬帆新征程,北外滩食饮俱乐部
1373,2019-12-20,透视一周20大牛熊股：部分妖股“原形毕露”，谁来接力,21世纪经济报道
1374,2019-12-16,酿酒股集体走弱 重庆啤酒跌超7%,e公司
1375,2019-12-13,重庆啤酒大幅拉升2.01% 股价创近2个月新高,金融界
1376,2019-12-12,啤酒股走强，重庆啤酒大涨超6%丨数据观察,第一财经
1377,2019-12-12,四大券商周五看好的六大板块,证券之星
1378,2019-12-12,啤酒股走强 重庆啤酒(600132.SH)涨超6%,格隆汇
1379,2019-12-12,重庆啤酒大幅拉升1.39% 股价创近2个月新高,金融界
1380,2019-11-27,【国金食饮】周观点1201：风雨中坚守，调整中笃定,国金食品饮料寇星
1381,2019-11-27,【国金食饮】蒙牛收购LDD事件点评：君乐宝缺口有所弥补，蒙牛全球化进程加速,国金食品饮料寇星
